Quarter,Country,Current Account Balance,Bilateral Balance,Reserves,Forwards,FX Intervention
12/1/18,Japan,0.0355,67.0927,0.0012,0.0004,0.0016,
3/1/19,Japan,0.0356,67.4909,0.0022,-0.0010,0.0012,
6/1/19,Japan,0.0347,69.0878,0.0025,-0.0010,0.0015,
9/1/19,Japan,0.0345,71.4431,0.0007,0.0004,0.0011,
12/1/19,Japan,0.0363,69.1891,0.0014,-0.0004,0.0010,
3/1/20,Japan,0.0357,66.5359,0.0011,-0.0332,-0.0322,
12/1/00,Malaysia,0.0831,14.6309,-0.0368,-0.0001,-0.0369,
3/1/01,Malaysia,0.0714,14.2488,-0.0911,-0.0001,-0.0912,
6/1/01,Malaysia,0.0714,14.1909,-0.0863,-0.0054,-0.0917,
9/1/01,Malaysia,0.0772,13.6914,-0.0353,0.0000,-0.0352,
12/1/01,Malaysia,0.0721,12.9826,-0.0012,0.0001,-0.0012,
3/1/02,Malaysia,0.0712,12.9208,0.0438,0.0001,0.0439,
6/1/02,Malaysia,0.0667,12.8795,0.0622,0.0056,0.0678,
9/1/02,Malaysia,0.0615,13.4200,0.0290,0.0001,0.0290,
12/1/02,Malaysia,0.0731,13.6653,0.0240,0.0000,0.0240,
3/1/03,Malaysia,0.0878,14.0894,0.0100,0.0000,0.0100,
6/1/03,Malaysia,0.1010,14.2756,0.0218,0.0000,0.0218,
9/1/03,Malaysia,0.1126,14.2795,0.0501,0.0000,0.0501,
12/1/03,Malaysia,0.1110,14.5261,0.0781,0.0046,0.0827,
3/1/04,Malaysia,0.1097,14.6780,0.1252,0.0336,0.1588,
6/1/04,Malaysia,0.1080,15.4227,0.1230,0.0313,0.1543,
9/1/04,Malaysia,0.1100,16.4491,0.1126,0.0417,0.1542,
12/1/04,Malaysia,0.1110,17.3289,0.1500,0.0555,0.2055,
3/1/05,Malaysia,0.1235,18.5443,0.1394,0.0276,0.1670,
6/1/05,Malaysia,0.1316,20.2439,0.1365,0.0236,0.1601,
9/1/05,Malaysia,0.1341,21.6243,0.1425,-0.0073,0.1352,
12/1/05,Malaysia,0.1376,23.2242,0.0083,-0.0538,-0.0455,
3/1/06,Malaysia,0.1305,23.7273,-0.0207,-0.0356,-0.0563,
6/1/06,Malaysia,0.1279,23.5383,-0.0063,-0.0160,-0.0222,
9/1/06,Malaysia,0.1398,24.0057,-0.0291,0.0030,-0.0261,
12/1/06,Malaysia,0.1537,24.0890,0.0217,0.0158,0.0375,
3/1/07,Malaysia,0.1492,24.2075,0.0362,0.0422,0.0784,
6/1/07,Malaysia,0.1544,23.3872,0.0594,0.0648,0.1241,
9/1/07,Malaysia,0.1534,21.9625,0.0438,0.0432,0.0869,
12/1/07,Malaysia,0.1467,20.9483,0.0437,0.0546,0.0983,
3/1/08,Malaysia,0.1452,20.4413,0.0897,0.0461,0.1358,
6/1/08,Malaysia,0.1579,20.4274,0.0767,-0.0066,0.0701,
9/1/08,Malaysia,0.1634,19.4372,0.0409,-0.0427,-0.0018,
12/1/08,Malaysia,0.1632,17.7866,-0.0283,-0.0568,-0.0851,
3/1/09,Malaysia,0.1724,16.0511,-0.0882,-0.0861,-0.1742,
6/1/09,Malaysia,0.1629,14.0860,-0.1257,-0.0691,-0.1948,
9/1/09,Malaysia,0.1502,13.1540,-0.0695,-0.0113,-0.0808,
12/1/09,Malaysia,0.1481,12.8794,0.0105,0.0031,0.0135,
3/1/10,Malaysia,0.1441,12.9983,0.0070,0.0058,0.0129,
6/1/10,Malaysia,0.1208,13.0734,0.0123,0.0091,0.0214,
9/1/10,Malaysia,0.1080,12.5464,0.0059,0.0183,0.0243,
12/1/10,Malaysia,0.0989,11.8214,0.0301,0.0275,0.0575,
3/1/11,Malaysia,0.0929,11.1633,0.0462,0.0401,0.0863,
6/1/11,Malaysia,0.1019,10.9168,0.1041,0.0468,0.1510,
9/1/11,Malaysia,0.1086,11.0984,0.0962,0.0263,0.1225,
12/1/11,Malaysia,0.1075,11.5128,0.0877,-0.0039,0.0838,
3/1/12,Malaysia,0.0959,12.4133,0.0698,-0.0094,0.0604,
6/1/12,Malaysia,0.0765,12.5903,0.0126,-0.0266,-0.0139,
9/1/12,Malaysia,0.0543,13.0032,0.0109,-0.0153,-0.0044,
12/1/12,Malaysia,0.0512,13.1172,0.0059,0.0022,0.0080,
3/1/13,Malaysia,0.0476,12.8972,0.0121,-0.0097,0.0024,
6/1/13,Malaysia,0.0414,13.6725,0.0053,-0.0041,0.0012,
9/1/13,Malaysia,0.0422,13.8372,0.0010,-0.0204,-0.0194,
12/1/13,Malaysia,0.0342,14.2728,-0.0084,-0.0125,-0.0209,
3/1/14,Malaysia,0.0400,14.6692,-0.0307,-0.0142,-0.0450,
6/1/14,Malaysia,0.0526,15.1812,-0.0255,-0.0169,-0.0424,
9/1/14,Malaysia,0.0504,16.2001,-0.0215,0.0025,-0.0190,
12/1/14,Malaysia,0.0433,17.4948,-0.0420,-0.0093,-0.0513,
3/1/15,Malaysia,0.0350,18.7445,-0.0465,-0.0046,-0.0510,
6/1/15,Malaysia,0.0282,20.0914,-0.0514,-0.0009,-0.0523,
9/1/15,Malaysia,0.0264,21.0388,-0.0800,-0.0280,-0.1080,
12/1/15,Malaysia,0.0300,21.6940,-0.0497,-0.0198,-0.0696,
3/1/16,Malaysia,0.0256,22.3228,-0.0256,-0.0177,-0.0433,
6/1/16,Malaysia,0.0209,23.3840,-0.0205,-0.0143,-0.0348,
9/1/16,Malaysia,0.0226,24.1642,0.0099,0.0120,0.0219,
12/1/16,Malaysia,0.0237,24.8333,0.0015,-0.0079,-0.0064,
3/1/17,Malaysia,0.0222,24.9090,-0.0021,-0.0408,-0.0429,
6/1/17,Malaysia,0.0272,24.3452,0.0020,-0.0404,-0.0383,
9/1/17,Malaysia,0.0300,23.8572,0.0054,-0.0294,-0.0240,
12/1/17,Malaysia,0.0280,24.4973,0.0082,-0.0054,0.0028,
3/1/18,Malaysia,0.0348,25.0546,0.0229,0.0321,0.0551,
6/1/18,Malaysia,0.0292,25.9901,0.0144,0.0011,0.0155,
9/1/18,Malaysia,0.0228,26.7561,0.0075,-0.0210,-0.0135,
12/1/18,Malaysia,0.0224,26.4015,0.0019,-0.0301,-0.0282,
3/1/19,Malaysia,0.0233,26.5065,-0.0072,-0.0201,-0.0274,
6/1/19,Malaysia,0.0306,25.6538,-0.0075,0.0041,-0.0033,
9/1/19,Malaysia,0.0363,26.2749,-0.0008,0.0173,0.0164,
12/1/19,Malaysia,0.0337,27.3751,0.0019,0.0198,0.0217,
3/1/20,Malaysia,0.0287,28.8040,-0.0065,0.0027,-0.0039,
12/1/00,Mexico,-0.0206,24.5773,0.0024,0.0000,0.0024,
3/1/01,Mexico,-0.0200,25.4061,0.0024,0.0000,0.0024,
6/1/01,Mexico,-0.0197,27.2317,0.0075,0.0000,0.0075,
9/1/01,Mexico,-0.0185,29.3557,0.0086,0.0000,0.0086,
12/1/01,Mexico,-0.0179,30.0414,0.0094,0.0000,0.0094,
3/1/02,Mexico,-0.0164,32.1328,0.0050,0.0000,0.0050,
6/1/02,Mexico,-0.0156,33.8716,0.0035,0.0000,0.0035,
9/1/02,Mexico,-0.0157,35.1911,0.0024,0.0000,0.0024,
12/1/02,Mexico,-0.0138,37.1459,0.0050,0.0000,0.0050,
3/1/03,Mexico,-0.0122,39.5878,0.0077,0.0000,0.0077,
6/1/03,Mexico,-0.0107,39.9121,0.0106,0.0000,0.0106,
9/1/03,Mexico,-0.0085,40.1266,0.0087,0.0000,0.0087,
12/1/03,Mexico,-0.0057,40.6481,0.0091,0.0000,0.0091,
3/1/04,Mexico,-0.0048,40.3891,0.0081,0.0000,0.0081,
6/1/04,Mexico,-0.0019,41.9750,0.0047,0.0000,0.0047,
9/1/04,Mexico,-0.0013,43.1676,0.0075,0.0000,0.0075,
12/1/04,Mexico,-0.0036,45.1701,0.0043,0.0000,0.0043,
3/1/05,Mexico,-0.0066,45.1897,0.0007,0.0000,0.0007,
6/1/05,Mexico,-0.0079,47.1050,0.0039,0.0000,0.0039,
9/1/05,Mexico,-0.0074,47.9590,0.0066,0.0000,0.0066,
12/1/05,Mexico,-0.0055,49.8611,0.0088,0.0000,0.0088,
3/1/06,Mexico,-0.0036,54.1357,0.0103,0.0000,0.0103,
6/1/06,Mexico,-0.0035,57.0253,0.0176,0.0000,0.0176,
9/1/06,Mexico,-0.0038,62.3104,0.0109,0.0000,0.0109,
12/1/06,Mexico,-0.0036,64.5315,-0.0010,0.0000,-0.0010,
3/1/07,Mexico,-0.0070,66.1529,-0.0035,0.0000,-0.0035,
6/1/07,Mexico,-0.0092,67.4431,-0.0103,0.0000,-0.0103,
9/1/07,Mexico,-0.0092,69.1321,-0.0047,0.0000,-0.0047,
12/1/07,Mexico,-0.0094,74.7958,0.0068,0.0000,0.0068,
3/1/08,Mexico,-0.0085,74.9366,0.0107,0.0000,0.0107,
6/1/08,Mexico,-0.0082,76.3037,0.0110,0.0000,0.0110,
9/1/08,Mexico,-0.0108,73.6650,0.0114,0.0000,0.0114,
12/1/08,Mexico,-0.0150,64.7214,0.0045,0.0000,0.0045,
3/1/09,Mexico,-0.0139,57.7367,-0.0076,0.0000,-0.0076,
6/1/09,Mexico,-0.0132,50.0576,-0.0150,0.0000,-0.0150,
9/1/09,Mexico,-0.0148,45.2027,-0.0145,0.0000,-0.0145,
12/1/09,Mexico,-0.0086,47.7622,0.0031,0.0000,0.0031,
3/1/10,Mexico,-0.0064,53.2555,0.0150,0.0000,0.0150,
6/1/10,Mexico,-0.0054,59.3694,0.0227,0.0000,0.0227,
9/1/10,Mexico,-0.0012,64.9097,0.0235,0.0000,0.0235,
12/1/10,Mexico,-0.0046,66.3210,0.0176,0.0000,0.0176,
3/1/11,Mexico,-0.0065,66.9544,0.0220,0.0000,0.0220,
6/1/11,Mexico,-0.0084,66.7192,0.0222,0.0000,0.0222,
9/1/11,Mexico,-0.0120,65.3289,0.0207,0.0000,0.0207,
12/1/11,Mexico,-0.0101,64.5849,0.0219,0.0000,0.0219,
3/1/12,Mexico,-0.0117,65.0342,0.0211,0.0000,0.0211,
6/1/12,Mexico,-0.0115,65.6016,0.0225,0.0000,0.0225,
9/1/12,Mexico,-0.0109,64.1841,0.0177,0.0000,0.0177,
12/1/12,Mexico,-0.0155,61.7185,0.0127,0.0000,0.0127,
3/1/13,Mexico,-0.0186,58.5163,0.0117,0.0000,0.0117,
6/1/13,Mexico,-0.0241,55.3105,0.0070,0.0000,0.0070,
9/1/13,Mexico,-0.0250,55.1271,0.0099,0.0000,0.0099,
12/1/13,Mexico,-0.0247,54.6016,0.0123,0.0000,0.0123,
3/1/14,Mexico,-0.0252,53.2817,0.0118,0.0000,0.0118,
6/1/14,Mexico,-0.0242,52.5583,0.0158,0.0000,0.0158,
9/1/14,Mexico,-0.0217,52.3568,0.0133,0.0000,0.0133,
12/1/14,Mexico,-0.0193,54.7228,0.0109,0.0000,0.0109,
3/1/15,Mexico,-0.0198,56.3919,0.0095,0.0000,0.0095,
6/1/15,Mexico,-0.0197,58.1911,0.0022,0.0000,0.0022,
9/1/15,Mexico,-0.0245,58.8821,-0.0091,0.0000,-0.0091,
12/1/15,Mexico,-0.0264,59.9731,-0.0149,0.0000,-0.0149,
3/1/16,Mexico,-0.0271,61.2249,-0.0177,0.0000,-0.0177,
6/1/16,Mexico,-0.0270,62.1267,-0.0165,0.0000,-0.0165,
9/1/16,Mexico,-0.0252,63.1061,-0.0044,0.0000,-0.0044,
12/1/16,Mexico,-0.0225,63.2718,-0.0019,0.0000,-0.0019,
3/1/17,Mexico,-0.0248,64.8540,-0.0022,0.0000,-0.0022,
6/1/17,Mexico,-0.0201,67.0635,-0.0046,0.0000,-0.0046,
9/1/17,Mexico,-0.0192,67.8180,-0.0070,0.0000,-0.0070,
12/1/17,Mexico,-0.0175,69.0578,-0.0059,0.0000,-0.0059,
3/1/18,Mexico,-0.0166,70.5244,-0.0041,0.0000,-0.0041,
6/1/18,Mexico,-0.0179,70.4207,-0.0002,0.0000,-0.0002,
9/1/18,Mexico,-0.0192,75.0345,0.0001,0.0000,0.0001,
12/1/18,Mexico,-0.0207,78.3270,-0.0016,0.0000,-0.0016,
3/1/19,Mexico,-0.0205,83.1435,0.0002,0.0000,0.0002,
6/1/19,Mexico,-0.0137,91.7531,0.0016,0.0000,0.0016,
9/1/19,Mexico,-0.0090,96.6517,-0.0011,0.0000,-0.0011,
12/1/19,Mexico,-0.0034,101.4006,0.0002,0.0000,0.0002,
3/1/20,Mexico,0.0046,106.0715,0.0006,0.0000,0.0006,
12/1/00,Russia,0.1625,5.5660,0.0526,0.0000,0.0526,
3/1/01,Russia,0.1539,5.8497,0.0451,0.0000,0.0451,
6/1/01,Russia,0.1377,5.1716,0.0398,0.0000,0.0398,
9/1/01,Russia,0.1215,4.3232,0.0334,0.0000,0.0334,
12/1/01,Russia,0.0975,3.5482,0.0200,0.0000,0.0200,
3/1/02,Russia,0.0796,2.2740,0.0156,0.0000,0.0156,
6/1/02,Russia,0.0740,2.9671,0.0174,0.0000,0.0174,
9/1/02,Russia,0.0721,3.4728,0.0189,0.0000,0.0189,
12/1/02,Russia,0.0741,4.4732,0.0260,0.0000,0.0260,
3/1/03,Russia,0.0838,5.6911,0.0430,0.0000,0.0430,
6/1/03,Russia,0.0796,5.9981,0.0456,0.0000,0.0456,
9/1/03,Russia,0.0751,6.8067,0.0295,0.0000,0.0295,
12/1/03,Russia,0.0715,6.1709,0.0531,0.0000,0.0531,
3/1/04,Russia,0.0693,5.8083,0.0476,0.0000,0.0476,
6/1/04,Russia,0.0752,6.4569,0.0383,0.0000,0.0383,
9/1/04,Russia,0.0843,6.7046,0.0507,0.0000,0.0507,
12/1/04,Russia,0.0923,8.9306,0.0672,0.0000,0.0672,
3/1/05,Russia,0.0977,10.3921,0.0739,0.0000,0.0739,
6/1/05,Russia,0.1043,11.3316,0.0866,0.0000,0.0866,
9/1/05,Russia,0.1036,11.7707,0.0824,0.0000,0.0824,
12/1/05,Russia,0.1030,11.3443,0.0699,0.0000,0.0699,
3/1/06,Russia,0.1093,11.4765,0.0730,0.0000,0.0730,
6/1/06,Russia,0.1042,12.9458,0.0924,0.0000,0.0924,
9/1/06,Russia,0.1009,15.1955,0.0905,0.0000,0.0905,
12/1/06,Russia,0.0866,15.1279,0.0931,0.0000,0.0931,
3/1/07,Russia,0.0750,14.6172,0.0972,0.0000,0.0972,
6/1/07,Russia,0.0620,13.3764,0.1107,0.0000,0.1107,
9/1/07,Russia,0.0504,11.4886,0.0973,-0.0010,0.0963,
12/1/07,Russia,0.0515,12.0309,0.0955,0.0000,0.0955,
3/1/08,Russia,0.0579,12.8588,0.0737,0.0000,0.0737,
6/1/08,Russia,0.0613,14.9156,0.0667,0.0000,0.0667,
9/1/08,Russia,0.0640,17.6336,0.0628,0.0005,0.0633,
12/1/08,Russia,0.0581,17.4485,-0.0293,-0.0040,-0.0333,
3/1/09,Russia,0.0462,16.7272,-0.0557,-0.0003,-0.0560,
6/1/09,Russia,0.0361,14.8963,-0.0941,0.0000,-0.0941,
9/1/09,Russia,0.0325,12.9741,-0.1174,0.0003,-0.1171,
12/1/09,Russia,0.0382,12.8676,-0.0030,0.0054,0.0024,
3/1/10,Russia,0.0512,13.9347,0.0304,0.0003,0.0307,
6/1/10,Russia,0.0568,16.0474,0.0365,0.0000,0.0365,
9/1/10,Russia,0.0464,17.9795,0.0423,0.0000,0.0423,
12/1/10,Russia,0.0412,19.6973,0.0176,0.0000,0.0176,
3/1/11,Russia,0.0374,21.6946,0.0127,0.0000,0.0127,
6/1/11,Russia,0.0376,23.2741,0.0046,0.0000,0.0046,
9/1/11,Russia,0.0417,24.0920,0.0021,0.0000,0.0021,
12/1/11,Russia,0.0476,26.3006,0.0022,0.0000,0.0022,
3/1/12,Russia,0.0508,25.0206,-0.0003,0.0000,-0.0003,
6/1/12,Russia,0.0472,22.8494,0.0010,-0.0017,-0.0007,
9/1/12,Russia,0.0414,21.2239,0.0026,-0.0007,0.0019,
12/1/12,Russia,0.0326,18.6696,0.0106,-0.0040,0.0065,
3/1/13,Russia,0.0255,18.3248,0.0106,-0.0027,0.0080,
6/1/13,Russia,0.0187,17.8067,0.0020,-0.0013,0.0007,
9/1/13,Russia,0.0158,17.2182,-0.0018,-0.0029,-0.0047,
12/1/13,Russia,0.0146,15.9408,-0.0122,0.0001,-0.0121,
3/1/14,Russia,0.0153,15.4576,-0.0267,-0.0035,-0.0301,
6/1/14,Russia,0.0200,14.2030,-0.0292,0.0007,-0.0285,
9/1/14,Russia,0.0231,13.6131,-0.0284,0.0039,-0.0245,
12/1/14,Russia,0.0277,12.9072,-0.0538,0.0039,-0.0499,
3/1/15,Russia,0.0329,11.8318,-0.0501,0.0071,-0.0429,
6/1/15,Russia,0.0388,11.0416,-0.0500,0.0024,-0.0477,
9/1/15,Russia,0.0455,10.1158,-0.0471,-0.0004,-0.0474,
12/1/15,Russia,0.0495,9.2860,-0.0011,0.0002,-0.0009,
3/1/16,Russia,0.0381,8.1987,0.0084,0.0002,0.0086,
6/1/16,Russia,0.0285,8.1174,0.0139,0.0010,0.0150,
9/1/16,Russia,0.0228,7.5474,0.0086,0.0002,0.0088,
12/1/16,Russia,0.0190,8.7122,0.0036,0.0005,0.0040,
3/1/17,Russia,0.0239,10.0470,0.0095,0.0000,0.0096,
6/1/17,Russia,0.0225,9.9487,0.0111,-0.0003,0.0109,
9/1/17,Russia,0.0193,10.1927,0.0128,-0.0001,0.0127,
12/1/17,Russia,0.0204,10.0525,0.0116,0.0026,0.0142,
3/1/18,Russia,0.0254,10.4684,0.0159,0.0000,0.0159,
6/1/18,Russia,0.0352,11.5752,0.0178,0.0001,0.0179,
9/1/18,Russia,0.0537,13.4605,0.0165,0.0000,0.0165,
12/1/18,Russia,0.0694,14.1927,0.0196,-0.0027,0.0169,
3/1/19,Russia,0.0724,13.5761,0.0194,-0.0003,0.0191,
6/1/19,Russia,0.0672,14.8008,0.0225,-0.0002,0.0224,
9/1/19,Russia,0.0557,14.6873,0.0287,0.0000,0.0287,
12/1/19,Russia,0.0384,16.4752,0.0356,-0.0001,0.0355,
3/1/20,Russia,0.0314,18.2930,0.0284,0.0003,0.0287,
12/1/00,Saudi Arabia,#N/A,8.1306,#N/A,#N/A,0.0000,
3/1/01,Saudi Arabia,#N/A,8.5530,#N/A,#N/A,0.0000,
6/1/01,Saudi Arabia,#N/A,8.3667,#N/A,#N/A,0.0000,
9/1/01,Saudi Arabia,#N/A,8.0859,#N/A,#N/A,0.0000,
12/1/01,Saudi Arabia,#N/A,7.3146,#N/A,#N/A,0.0000,
3/1/02,Saudi Arabia,#N/A,6.7119,#N/A,#N/A,0.0000,
6/1/02,Saudi Arabia,#N/A,6.4978,#N/A,#N/A,0.0000,
9/1/02,Saudi Arabia,#N/A,6.6956,#N/A,#N/A,0.0000,
12/1/02,Saudi Arabia,#N/A,8.3691,#N/A,#N/A,0.0000,
3/1/03,Saudi Arabia,#N/A,10.4845,#N/A,#N/A,0.0000,
6/1/03,Saudi Arabia,#N/A,12.4218,#N/A,#N/A,0.0000,
9/1/03,Saudi Arabia,#N/A,13.4615,#N/A,#N/A,0.0000,
12/1/03,Saudi Arabia,#N/A,13.4730,#N/A,#N/A,0.0000,
3/1/04,Saudi Arabia,#N/A,12.8800,#N/A,#N/A,0.0000,
6/1/04,Saudi Arabia,#N/A,12.0718,#N/A,#N/A,0.0000,
9/1/04,Saudi Arabia,#N/A,13.5316,#N/A,#N/A,0.0000,
12/1/04,Saudi Arabia,#N/A,15.7018,#N/A,#N/A,0.0000,
3/1/05,Saudi Arabia,#N/A,16.8516,#N/A,#N/A,0.0000,
6/1/05,Saudi Arabia,#N/A,18.6426,#N/A,#N/A,0.0000,
9/1/05,Saudi Arabia,#N/A,20.1328,#N/A,#N/A,0.0000,
12/1/05,Saudi Arabia,#N/A,20.3870,#N/A,0.0000,0.0000,
3/1/06,Saudi Arabia,#N/A,21.8618,#N/A,0.0000,0.0000,
6/1/06,Saudi Arabia,#N/A,23.7332,#N/A,0.0000,0.0000,
9/1/06,Saudi Arabia,#N/A,24.1766,#N/A,0.0000,0.0000,
12/1/06,Saudi Arabia,0.2628,24.0494,-0.0131,0.0000,-0.0131,
3/1/07,Saudi Arabia,0.2290,22.7704,-0.0169,0.0000,-0.0169,
6/1/07,Saudi Arabia,0.2012,22.4740,-0.0343,0.0000,-0.0343,
9/1/07,Saudi Arabia,0.1837,22.9785,-0.0434,0.0000,-0.0434,
12/1/07,Saudi Arabia,0.2245,25.2301,0.0568,0.0000,0.0568,
3/1/08,Saudi Arabia,0.2448,30.4471,0.0700,0.0000,0.0700,
6/1/08,Saudi Arabia,0.2882,35.9143,0.0459,0.0000,0.0459,
9/1/08,Saudi Arabia,0.3104,42.9205,0.1045,0.0000,0.1045,
12/1/08,Saudi Arabia,0.2546,42.2631,0.0488,0.0000,0.0488,
3/1/09,Saudi Arabia,0.1892,34.6225,0.0049,0.0000,0.0049,
6/1/09,Saudi Arabia,0.0893,25.2979,0.0172,0.0000,0.0172,
9/1/09,Saudi Arabia,0.0120,14.5527,-0.1157,0.0000,-0.1157,
12/1/09,Saudi Arabia,0.0488,11.2611,-0.0672,0.0000,-0.0672,
3/1/10,Saudi Arabia,0.0940,13.2443,-0.0349,0.0000,-0.0349,
6/1/10,Saudi Arabia,0.1145,16.3714,-0.0084,0.0000,-0.0084,
9/1/10,Saudi Arabia,0.1229,17.9479,0.0210,0.0000,0.0210,
12/1/10,Saudi Arabia,0.1264,19.9068,-0.0037,0.0000,-0.0037,
3/1/11,Saudi Arabia,0.1532,22.6723,0.0144,0.0000,0.0144,
6/1/11,Saudi Arabia,0.1870,25.0099,0.0386,0.0000,0.0386,
9/1/11,Saudi Arabia,0.2115,30.2450,0.0443,0.0000,0.0443,
12/1/11,Saudi Arabia,0.2362,33.5524,0.0330,0.0000,0.0330,
3/1/12,Saudi Arabia,0.2414,36.4695,0.0520,0.0000,0.0520,
6/1/12,Saudi Arabia,0.2379,40.2607,0.0500,0.0000,0.0500,
9/1/12,Saudi Arabia,0.2332,39.4850,0.0257,0.0000,0.0257,
12/1/12,Saudi Arabia,0.2239,37.7057,0.0528,0.0000,0.0528,
3/1/13,Saudi Arabia,0.2025,33.9024,0.0010,0.0000,0.0010,
6/1/13,Saudi Arabia,0.1850,30.3981,-0.0243,0.0000,-0.0243,
9/1/13,Saudi Arabia,0.1843,30.8991,-0.0071,0.0000,-0.0071,
12/1/13,Saudi Arabia,0.1814,32.8436,-0.0195,0.0000,-0.0195,
3/1/14,Saudi Arabia,0.1723,37.4053,-0.0102,0.0000,-0.0102,
6/1/14,Saudi Arabia,0.1763,37.8161,-0.0074,0.0000,-0.0074,
9/1/14,Saudi Arabia,0.1468,34.1107,-0.0083,0.0000,-0.0083,
12/1/14,Saudi Arabia,0.0975,28.3245,-0.0156,0.0000,-0.0156,
3/1/15,Saudi Arabia,0.0480,18.7516,-0.0354,0.0000,-0.0354,
6/1/15,Saudi Arabia,-0.0075,11.2799,-0.0043,0.0000,-0.0043,
9/1/15,Saudi Arabia,-0.0530,5.7916,0.0203,0.0000,0.0203,
12/1/15,Saudi Arabia,-0.0867,2.2915,0.0152,0.0000,0.0152,
3/1/16,Saudi Arabia,-0.1017,0.5152,0.0309,0.0000,0.0309,
6/1/16,Saudi Arabia,-0.1011,-0.1778,0.0141,0.0000,0.0141,
9/1/16,Saudi Arabia,-0.0708,-0.9955,-0.0466,0.0000,-0.0466,
12/1/16,Saudi Arabia,-0.0370,-1.0701,-0.0715,0.0000,-0.0715,
3/1/17,Saudi Arabia,0.0009,2.5491,-0.0650,0.0000,-0.0650,
6/1/17,Saudi Arabia,0.0024,2.6442,-0.0646,0.0000,-0.0646,
9/1/17,Saudi Arabia,0.0033,1.8157,-0.0455,0.0000,-0.0455,
12/1/17,Saudi Arabia,0.0152,2.5123,-0.0201,0.0000,-0.0201,
3/1/18,Saudi Arabia,0.0222,0.9494,0.0053,0.0000,0.0053,
6/1/18,Saudi Arabia,0.0564,2.2981,0.0188,0.0000,0.0188,
9/1/18,Saudi Arabia,0.0811,6.7510,0.0269,0.0000,0.0269,
12/1/18,Saudi Arabia,0.0915,10.4687,0.0046,0.0000,0.0046,
3/1/19,Saudi Arabia,0.0964,9.4602,-0.0086,0.0000,-0.0086,
6/1/19,Saudi Arabia,0.0895,8.0937,0.0049,0.0000,0.0049,
9/1/19,Saudi Arabia,0.0688,4.0335,-0.0131,0.0000,-0.0131,
12/1/19,Saudi Arabia,0.0592,-1.0816,-0.0047,0.0000,-0.0047,
3/1/20,Saudi Arabia,0.0457,-1.5372,-0.0049,0.0000,-0.0049,
12/1/00,Singapore,0.1108,1.3720,0.0232,0.0317,0.0549,
3/1/01,Singapore,0.1144,0.6426,0.0430,0.0234,0.0664,
6/1/01,Singapore,0.1228,-0.2666,-0.0155,-0.0109,-0.0264,
9/1/01,Singapore,0.1178,-1.4622,-0.0530,-0.0720,-0.1250,
12/1/01,Singapore,0.1441,-2.6518,-0.0519,-0.0376,-0.0894,
3/1/02,Singapore,0.1471,-2.8957,-0.0478,-0.0235,-0.0713,
6/1/02,Singapore,0.1351,-2.9877,-0.0173,0.0351,0.0178,
9/1/02,Singapore,0.1458,-2.3376,0.0035,0.0218,0.0253,
12/1/02,Singapore,0.1490,-1.4155,-0.0211,-0.0019,-0.0230,
3/1/03,Singapore,0.1786,-0.9859,-0.0222,0.0154,-0.0068,
6/1/03,Singapore,0.2062,-0.2299,-0.0040,0.0039,0.0000,
9/1/03,Singapore,0.2322,-1.0807,0.0223,0.0331,0.0554,
12/1/03,Singapore,0.2429,-1.4224,0.0418,0.0602,0.1020,
3/1/04,Singapore,0.2182,-2.0792,0.0973,0.0470,0.1442,
6/1/04,Singapore,0.2064,-3.6657,0.0785,0.0764,0.1549,
9/1/04,Singapore,0.1977,-3.7954,0.0520,0.0528,0.1049,
12/1/04,Singapore,0.1931,-4.0271,0.0794,0.0743,0.1537,
3/1/05,Singapore,0.1962,-4.6717,0.0470,0.1585,0.2055,
6/1/05,Singapore,0.2067,-4.5450,0.0921,0.1258,0.2179,
9/1/05,Singapore,0.2199,-4.6212,0.0910,0.1138,0.2047,
12/1/05,Singapore,0.2322,-5.3560,0.0668,0.0574,0.1241,
3/1/06,Singapore,0.2554,-5.0376,0.0797,0.0235,0.1032,
6/1/06,Singapore,0.2656,-5.1557,0.0535,0.1404,0.1939,
9/1/06,Singapore,0.2609,-5.1000,0.0606,0.2155,0.2761,
12/1/06,Singapore,0.2689,-6.0574,0.0785,0.2521,0.3306,
3/1/07,Singapore,0.2851,-6.5308,0.0455,0.2631,0.3087,
6/1/07,Singapore,0.2865,-6.5845,0.0578,0.0644,0.1222,
9/1/07,Singapore,0.2975,-7.1980,0.0613,-0.0157,0.0456,
12/1/07,Singapore,0.2703,-7.2249,0.0706,0.0263,0.0969,
3/1/08,Singapore,0.2327,-8.1780,0.1069,0.0844,0.1913,
6/1/08,Singapore,0.2060,-10.3697,0.0893,0.1502,0.2395,
9/1/08,Singapore,0.1708,-11.6500,0.0620,0.0559,0.1180,
12/1/08,Singapore,0.1516,-11.9687,0.0381,-0.1366,-0.0985,
3/1/09,Singapore,0.1544,-11.0194,-0.0137,-0.3061,-0.3198,
6/1/09,Singapore,0.1564,-8.5414,-0.0233,-0.2266,-0.2499,
9/1/09,Singapore,0.1528,-6.7557,0.0138,-0.0602,-0.0464,
12/1/09,Singapore,0.1634,-6.5270,0.0426,0.1016,0.1442,
3/1/10,Singapore,0.1665,-8.0752,0.1241,0.1572,0.2812,
6/1/10,Singapore,0.1759,-9.7765,0.1585,0.1110,0.2695,
